baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000029832.16	323.820325590272	4.90329238780993	0.238217955114001	20.5832192013546	3.88036156482688e-94	8.63109240107622e-92
ENSMUSG00000021678.9	343.25635625072	4.20993206155355	0.204712568699034	20.5650883495236	5.63970860578898e-94	1.24109587467395e-91
ENSMUSG00000024812.11	1849.17292053701	2.05024214128231	0.0998509104400941	20.5330340228831	1.09142721958809e-93	2.37655404888412e-91
ENSMUSG00000028179.12	527.652842028892	3.04548339946461	0.148343838626265	20.5298947881304	1.16426674318417e-93	2.50875227599038e-91
ENSMUSG00000030353.15	644.893216877777	2.66399463252813	0.129780017048991	20.5270017149288	1.2356807790306e-93	2.63518480361103e-91
ENSMUSG00000025582.4	424.901163667964	3.10602449443494	0.151452409143784	20.5082541241465	1.81700145274894e-93	3.8353563317923e-91
ENSMUSG00000030093.7	368.922095489529	6.51665213598449	0.319217058889088	20.4144858632029	1.24332674593084e-92	2.59792495619448e-90
ENSMUSG00000041362.17	459.464167658655	3.38092236652741	0.165669393518418	20.4076461845172	1.43007842713906e-92	2.95826023437985e-90
ENSMUSG00000071847.13	976.184186519639	2.16983794509219	0.107289876378299	20.2240697662978	6.01135116567332e-91	1.23119614072394e-88
ENSMUSG00000053030.11	715.533367583437	8.16020615544737	0.403800090315821	20.2085297927127	8.23649818788835e-91	1.67039413249665e-88
ENSMUSG00000022865.14	1017.91216053078	3.4125177186872	0.169231400666122	20.1648021895168	1.99543159231471e-90	4.00752406976913e-88
ENSMUSG00000039457.4	325.372060966862	3.87501150060001	0.19237495709671	20.1430142419836	3.09890393026942e-90	6.12674136395068e-88
ENSMUSG00000102752.1	291.657842967301	4.09686764604415	0.20339077260861	20.1428392915732	3.10987065268694e-90	6.12674136395068e-88
ENSMUSG00000029154.13	732.141722850411	8.29212680687621	0.412300652394412	20.1118449818601	5.81212708342576e-90	1.13424208346929e-87
ENSMUSG00000028128.13	1790.68743356588	-2.08936913551994	0.103929673576045	-20.1036822654038	6.85161608347449e-90	1.32460308694162e-87
ENSMUSG00000022346.16	4842.37976591507	2.52486762210622	0.125932267358258	20.0494096951607	2.04254226785422e-89	3.91222494007708e-87
ENSMUSG00000022102.13	303.635980421387	5.63769221116338	0.281445842258733	20.0311795900706	2.94596700176065e-89	5.59085077049732e-87
ENSMUSG00000021182.16	302.529070163471	4.03025196330414	0.201596453335603	19.9916808883283	6.50666282666475e-89	1.22360752029443e-86
ENSMUSG00000028434.12	984.588820388338	2.5277222122062	0.126714764887138	19.9481269168402	1.55609645446729e-88	2.89994696010004e-86
ENSMUSG00000042216.13	360.208129987973	3.3408509784614	0.167531999493998	19.9415693034875	1.77410872408566e-88	3.27671545236035e-86
ENSMUSG00000019996.17	303.594097321115	4.8051868380672	0.241075828291797	19.9322631062415	2.13677889686046e-88	3.91162904959783e-86
ENSMUSG00000029449.11	351.107585401069	3.84174722058239	0.193274449894431	19.8771602903581	6.41641596730082e-88	1.16429807631215e-85
ENSMUSG00000085925.3	338.064922835113	3.27198809765508	0.165096868604258	19.8185957451326	2.05770737191979e-87	3.70136823439415e-85
ENSMUSG00000024965.9	348.989519848365	5.4202957615903	0.273737224851877	19.8010912272648	2.9131453575309e-87	5.19494179878311e-85
ENSMUSG00000031075.19	2030.21484103052	1.83827860061059	0.0937146302667166	19.6157056307938	1.13550224519215e-85	2.0076067900893e-83
ENSMUSG00000028954.11	2684.52866470695	1.81344011246954	0.0928230108193798	19.5365362151227	5.37054002551532e-85	9.41482974303474e-83
ENSMUSG00000092586.8	2363.39905953062	10.987719401387	0.563417927696886	19.5018987881733	1.05781364496674e-84	1.83881790418336e-82
ENSMUSG00000026638.15	451.521116719218	7.31030461682948	0.379911252558995	19.2421376508038	1.6429119303811e-82	2.83210634932194e-80
ENSMUSG00000027456.8	288.335279118079	5.87962296377944	0.305819799117526	19.2257760313285	2.25244218439325e-82	3.85074537407924e-80
ENSMUSG00000044737.6	429.39176157579	7.15544452240801	0.372415956242153	19.2135820242766	2.84912237777654e-82	4.83089717267914e-80
ENSMUSG00000025481.12	243.774859177109	4.57719590909893	0.239216537660878	19.1341115202818	1.31298566251464e-81	2.20816434266487e-79
ENSMUSG00000002384.2	247.543019376369	4.43102592339214	0.232096718595646	19.0912906921006	2.9830721823476e-81	4.9764379971002e-79
ENSMUSG00000040152.8	93735.5155064253	-1.87254063556846	0.0981113815959341	-19.0858655245567	3.30949334167828e-81	5.47681434127656e-79
ENSMUSG00000006310.10	295.575056460135	5.63969606969973	0.295798360151195	19.0660153315828	4.8379503670538e-81	7.94268581689483e-79
ENSMUSG00000030168.13	2442.98223743797	2.07848306369357	0.109201033478883	19.0335475542501	8.9951929157448e-81	1.46515402090628e-78
ENSMUSG00000027377.2	378.079245884827	7.05258664206111	0.370804101578178	19.0197104402153	1.1712858270265e-80	1.89290770452111e-78
ENSMUSG00000052180.15	292.054402518618	4.69988350180315	0.247513877104549	18.9883636294782	2.12858739831853e-80	3.41333014896257e-78
ENSMUSG00000033491.13	657.734680593699	2.68510910122693	0.141697371154842	18.9496042117304	4.44916946377997e-80	7.07965534828864e-78
ENSMUSG00000025085.16	1460.73126198909	2.09044455708731	0.110368452471682	18.9405986065056	5.2793463129962e-80	8.33653113210988e-78
ENSMUSG00000034382.14	236.024701441817	4.14748112784674	0.219782049894652	18.8708819934783	1.97966693451921e-79	3.10237804602002e-77
ENSMUSG00000042367.12	551.463523279698	3.15881890757166	0.167623689858778	18.8447045297293	3.24773641782806e-79	5.05132898790911e-77
ENSMUSG00000003283.15	351.134251537653	3.50784077003423	0.187081309863143	18.7503539108228	1.92307024200207e-78	2.96870380791454e-76
ENSMUSG00000098678.1	270.813581530822	5.949083541072	0.318799692407573	18.6608823118509	1.03016157031095e-77	1.57851275877424e-75
ENSMUSG00000035852.11	755.142235730126	8.82537719766272	0.472998551942629	18.6583598647743	1.07995349229282e-77	1.64264102511539e-75
ENSMUSG00000036473.16	1493.58621244792	1.8508015941663	0.0993715344212719	18.6250680835829	2.0123628581693e-77	3.03852102803578e-75
ENSMUSG00000027544.16	366.345085661913	7.09620523013307	0.382722312381679	18.5413941141122	9.57082352569465e-77	1.4346525757429e-74
ENSMUSG00000031298.15	1967.51988046363	-1.95189900993407	0.105466226238573	-18.507337178432	1.80190641342234e-76	2.68159971712623e-74
ENSMUSG00000026450.14	354.244046170751	7.04768318498955	0.381753045314034	18.4613672935918	4.22509345868814e-76	6.24287737760164e-74
ENSMUSG00000028111.4	1432.80493899328	-1.72434873879914	0.093634232069945	-18.4157941030696	9.81393804031279e-76	1.43979519363057e-73
ENSMUSG00000023092.16	1690.75082687616	-1.72110016140881	0.093567288325436	-18.3942507281248	1.46066021444705e-75	2.12783219690505e-73
ENSMUSG00000047501.3	1465.34338517501	10.2983541522447	0.560689441891347	18.3673052902616	2.4003727845643e-75	3.47231548402078e-73
ENSMUSG00000087166.9	1521.64198927527	10.3511834884534	0.563645638099348	18.3647007778829	2.51833889974298e-75	3.61766378333911e-73
ENSMUSG00000020782.18	792.451756810947	3.31661792203768	0.180765155593663	18.3476617003169	3.44627773472858e-75	4.91653111866175e-73
ENSMUSG00000006342.15	314.484890239279	3.44889705377585	0.188746981307585	18.2725945065869	1.36789798004832e-74	1.93810531611504e-72
ENSMUSG00000033361.13	581.561263837563	2.41391941036593	0.132184834815	18.2616970679302	1.67018329423796e-74	2.35030011051745e-72
ENSMUSG00000039621.13	359.967783392647	3.67961615167156	0.202489118881769	18.1719204073383	8.61303377026801e-74	1.20384605791732e-71
ENSMUSG00000014846.12	534.483286929095	3.64948456864922	0.200941148333969	18.1619573636739	1.03275982959223e-73	1.43380334462718e-71
ENSMUSG00000031803.8	247.903337755234	5.60879794127859	0.309861702535894	18.1009718057328	3.13094700056925e-73	4.31778464358503e-71
ENSMUSG00000000120.6	240.809097334918	5.29597237035299	0.29283166411076	18.0853815328859	4.15482186981204e-73	5.69183080787628e-71
ENSMUSG00000051375.15	328.557200703507	2.84344994443244	0.157835874955076	18.0152322483196	1.47958760725997e-72	2.01360192393287e-70
ENSMUSG00000028581.17	347.501982078087	7.11314646929976	0.395179681648887	17.9997778216232	1.95602055410747e-72	2.64459092694556e-70
ENSMUSG00000024529.14	35327.6038897745	-1.5763994431801	0.0879343834816991	-17.926997162699	7.25961024986681e-72	9.75144789797044e-70
ENSMUSG00000027220.2	951.077847438139	-2.22316077893991	0.124072377885244	-17.9182572046466	8.49479660512114e-72	1.13369911337765e-69
ENSMUSG00000051076.8	213.86185414346	4.72077856334327	0.263636737265238	17.9063760700157	1.05163551644849e-71	1.39449565982394e-69
ENSMUSG00000020173.17	704.992517859979	2.1849257155378	0.122035175461531	17.9040650146527	1.09620566521287e-71	1.44433824143908e-69
ENSMUSG00000021895.10	527.857435839546	2.53555744833509	0.1417798793627	17.8837607968945	1.57823075806693e-71	2.06628363679573e-69
ENSMUSG00000073722.3	562.599649350134	8.2588734150262	0.462073171920303	17.8735185613647	1.89646386932814e-71	2.46731142144163e-69
ENSMUSG00000026981.15	4900.63612191603	-1.67992296109951	0.0939962224633518	-17.8722390865707	1.94046973427485e-71	2.5087848077006e-69
ENSMUSG00000011179.8	2561.69790426561	1.53339781735169	0.0860831916052633	17.812975898746	5.60489752335469e-71	7.20142299180839e-69
ENSMUSG00000042306.11	674.301087168728	8.66037450472557	0.486275909237847	17.8095898649374	5.95445277595028e-71	7.60332161254985e-69
ENSMUSG00000000889.8	230.118597694116	5.19127682033756	0.292601295219112	17.7418108024782	1.99404208309752e-70	2.53059843748192e-68
ENSMUSG00000026249.10	14421.566401242	-1.90630549169285	0.107542953069738	-17.7259916831247	2.64212870245916e-70	3.33262648408964e-68
ENSMUSG00000030091.17	509.806743976348	8.1187457130888	0.458118745025957	17.7219242854356	2.8402820261351e-70	3.56085296925035e-68
ENSMUSG00000002228.7	239.431662341101	3.85885379311195	0.21833134450749	17.6743005078667	6.6155854948977e-70	8.24397599683457e-68
ENSMUSG00000025357.8	848.952686013892	2.07378240995124	0.1176708977996	17.6235793958418	1.62396842646643e-69	2.01158148921465e-67
ENSMUSG00000044641.7	280.88281525323	3.02687695593546	0.17185277719176	17.6131977928873	1.95104558460562e-69	2.40234100971142e-67
ENSMUSG00000044393.15	315.976646775483	6.97251500468937	0.398034010028452	17.5173850199157	1.05567406820027e-68	1.2921700458456e-66
ENSMUSG00000018411.17	222.623216559804	5.1810937590504	0.296370926482786	17.4817881785423	1.97216234778624e-68	2.39977354860624e-66
ENSMUSG00000024222.17	762.816584094907	2.1086948041522	0.120814175449425	17.4540346470761	3.20754353563366e-68	3.88018979988993e-66
ENSMUSG00000023039.17	500.674193482287	3.38312385211643	0.193872319446379	17.4502675873341	3.42623894632684e-68	4.12064993277425e-66
ENSMUSG00000036553.16	213.616890871465	3.4633544988565	0.198506231152615	17.4470820323712	3.62273129303722e-68	4.33178147559352e-66
ENSMUSG00000028392.15	269.269527903361	6.47843344895441	0.371429469481738	17.4418940370937	3.96706148590961e-68	4.71624332744403e-66
ENSMUSG00000038028.9	837.486429373836	2.38071608934252	0.136600419465448	17.4283219528818	5.03004932199363e-68	5.94580572998629e-66
ENSMUSG00000041649.13	472.860524591603	3.30474783071697	0.189653311138017	17.4252050274619	5.31177158435006e-68	6.24314244283325e-66
ENSMUSG00000037465.10	1633.63635253912	1.81788848344108	0.104434931920291	17.4069006415263	7.31377643125701e-68	8.54761464728715e-66
ENSMUSG00000078670.3	299.488877287988	2.77812487777562	0.159621236851701	17.4044815876016	7.62935369050837e-68	8.86633766527282e-66
ENSMUSG00000050296.14	288.476594510886	6.65680681390985	0.382712372719689	17.393759095386	9.1997593709572e-68	1.06316325333866e-65
ENSMUSG00000054423.14	202.532987937101	4.24770339452319	0.245490503743775	17.3029234522107	4.47113252792184e-67	5.1383248595884e-65
ENSMUSG00000092035.8	1371.63099413217	1.63343593972423	0.0944575424093379	17.2928058264064	5.32938645738583e-67	6.09081150593831e-65
ENSMUSG00000022596.3	1256.10866059265	2.36855824071325	0.137531972600347	17.2218735464227	1.82000018040783e-66	2.06860020505035e-64
ENSMUSG00000032420.8	1357.40851567527	2.44596195370999	0.142050391523961	17.2189736858093	1.91351278617647e-66	2.163001393161e-64
ENSMUSG00000049044.16	223.959190195627	5.50589667133797	0.319777865413834	17.2178792431822	1.95003715921585e-66	2.19230808019235e-64
ENSMUSG00000041605.16	270.770525357517	2.97684411683765	0.173676525013679	17.1401639720923	7.44404551763355e-66	8.32365003123068e-64
ENSMUSG00000052397.8	2218.25945520613	1.9119045308594	0.11155248353404	17.1390584081078	7.58693327649428e-66	8.4378119224495e-64
ENSMUSG00000092060.4	274.31009807183	4.31428089994334	0.251913941682672	17.1260108556354	9.49458436683564e-66	1.05029396905006e-63
ENSMUSG00000014602.15	2159.03649763448	-1.76797861488102	0.103375989418661	-17.1024105773819	1.42390961655721e-65	1.56675501745226e-63
ENSMUSG00000038235.4	1182.39073511437	2.2171420904231	0.129695722321554	17.0949515584342	1.61830454611055e-65	1.77123004448904e-63
ENSMUSG00000035773.6	203.497520615204	4.55937483153828	0.267584926651984	17.0389823095982	4.22011170148341e-65	4.59459108720452e-63
ENSMUSG00000026202.13	1810.85050238656	2.18161877085423	0.128707239491811	16.9502413342727	1.91665428769508e-64	2.07580683744819e-62
ENSMUSG00000041235.12	258.331655272039	2.95779486810083	0.17477704046033	16.9232460986325	3.03246389952591e-64	3.26716397008297e-62
ENSMUSG00000028766.10	185.319161426661	4.67863588593122	0.276520207105268	16.9196889258444	3.22127361593466e-64	3.45260445695463e-62
ENSMUSG00000074743.4	2624.32120639287	-1.55678513647489	0.0921745999679362	-16.8895241966489	5.37345895594316e-64	5.72965834858971e-62
ENSMUSG00000030411.16	265.132977550717	3.43763170356618	0.203650677762334	16.8800405740755	6.31014417186522e-64	6.69393037636943e-62
ENSMUSG00000035834.11	552.65111987961	2.84896770306135	0.168825450350605	16.8752264373933	6.84619503265332e-64	7.22553012476871e-62
ENSMUSG00000029168.14	536.59123153189	8.48364248380485	0.503041853496784	16.8646851645299	8.18370002708165e-64	8.59330044468077e-62
ENSMUSG00000001021.13	202.409387825869	5.7668914881809	0.342416489127279	16.8417458600754	1.2062447564997e-63	1.26022116328045e-61
ENSMUSG00000034730.17	368.917168749039	7.41074797265199	0.440102973419221	16.8386682668305	1.27064013936504e-63	1.3208272323068e-61
ENSMUSG00000032561.15	197.105228020112	4.83740190814816	0.287898457718734	16.8024585698688	2.34134622614087e-63	2.42165440169751e-61
ENSMUSG00000029246.14	914.504491455583	2.06117990795206	0.122696935155673	16.7989518673545	2.48394598739819e-63	2.55636351718005e-61
ENSMUSG00000021696.9	310.3834563362	3.56105224770468	0.212078394728624	16.7912071017956	2.83029314954886e-63	2.89838832136473e-61
ENSMUSG00000028518.8	722.847765926203	2.60366885763404	0.155113541550998	16.7855677305776	3.11238654012269e-63	3.17156788024522e-61
ENSMUSG00000003469.9	246.044587771458	6.51901568380486	0.389647926406179	16.730528361671	7.85384773967481e-63	7.96395560504476e-61
ENSMUSG00000049493.13	201.089731074243	4.75734939082229	0.285463724527255	16.6653377717282	2.3416204391006e-62	2.36286636113342e-60
ENSMUSG00000025558.19	2159.63899902646	1.87393483779544	0.112606680667493	16.6414179575085	3.49249034562606e-62	3.50707064512722e-60
ENSMUSG00000078695.8	447.706230798874	2.48106788668388	0.149099896368622	16.6403059097365	3.55795817311297e-62	3.55555182459009e-60
ENSMUSG00000049969.3	533.868889409651	2.16799762914142	0.130315036968216	16.6365883752172	3.78582064959819e-62	3.76507144026867e-60
